Airport Code,Airport Name,City Name,Country Name,,,,,,,
GYM,Gen Jose M Yanez,Guaymas,Mexico,,,,,,,
SAB,J. Yrausquin,Saba Island,Netherlands Antilles,,,,,,,
KUQ,Kuri,Kuri,Papua New Guinea,,,,,,,
RKD,Knox County Regional,Rockland,United States,,,,,,,
OZA,Ozona Municipal,Ozona,United States,,,,,,,
TUS,Tucson International Airport,"Tucson, AZ",United States,,,,,,,
ORX,Oriximina,Oriximina,Brazil,,,,,,,
JDZ,Jingdezhen,Jingdezhen,China,,,,,,,
NVS,Nevers,Nevers,France,,,,,,,
STN,Stansted,London,United Kingdom,,,,,,,
DOV,Dover AFB,"Dover-Cheswold, DE",United States,,,,,,,
PUB,Memorial,Pueblo,United States,,,,,,,
CVM,Ciudad Victoria,Ciudad Victoria,Mexico,,,,,,,
TUW,Tubala,Tubala,Panama,,,,,,,
TLD,Limpopo Valley,Tuli Block,Botswana,,,,,,,
TLZ,Catalao,Catalao,Brazil,,,,,,,
YTI,Triple Island,Triple Island,Canada,,,,,,,
AMC,Am Timan,Am Timan,Chad,,,,,,,
LLG,Chillagoe,Chillagoe,Australia,,,,,,,
SIX,Singleton,Singleton,Australia,,,,,,,
PNL,Pantelleria,Pantelleria,Italy,,,,,,,
SJU,Luis Munoz Marin Intl,San Juan,Puerto Rico,,,,,,,
KGI,Kalgoorlie,Kalgoorlie,Australia,,,,,,,
HBI,Harbour Island,Harbour Island,Bahamas,,,,,,,
YQN,Nakina,Nakina,Canada,,,,,,,
BVE,Laroche,Brive-La-Gaillarde,France,,,,,,,
JHS,Sisimiut,Sisimiut,Greenland,,,,,,,
EYS,Eliye Springs,Eliye Springs,Kenya,,,,,,,
LEF,Lebakeng,Lebakeng,Lesotho,,,,,,,
PAU,Pauk,Pauk,Myanmar,,,,,,,
THZ,Tahoua,Tahoua,Niger,,,,,,,
RBG,Municipal,Roseburg,United States,,,,,,,
BGS,Webb AFB,Big Spring,United States,,,,,,,
YZP,Sandspit,Sandspit,Canada,,,,,,,
EPS,Arroyo Barril International,Samana,Dominican Republic,,,,,,,
BCO,Jinka,Jinka,Ethiopia,,,,,,,
BMM,Bitam,Bitam,Gabon,,,,,,,
CWG,Callaway Gardens,Callaway Gardens,United States,,,,,,,
XQC,Balad,Balad,Iraq,,,,,,,
WAM,Ambatondrazaka,Ambatondrazaka,Madagascar,,,,,,,
IFP,Laughlin Bullhead Intl,Bullhead City,United States,,,,,,,
ZRF,Park & Ride Bus Svc,Rockford,United States,,,,,,,
WEA,Parker County,Weatherford,United States,,,,,,,
ANQ,Tri-State Steuben Cty,Angola,United States,,,,,,,
LCR,La Chorrera,La Chorrera,Colombia,,,,,,,
NOR,Nordfjordur,Nordfjordur,Iceland,,,,,,,
ZMO,Bus Station,Modena,Italy,,,,,,,
LGA,La Guardia,New York,United States,,,,,,,
FUL,Municipal,Fullerton,United States,,,,,,,
SCB,State,Scribner,United States,,,,,,,
CHJ,Chipinge,Chipinge,Zimbabwe,,,,,,,
USK,Usinsk,Usinsk,Russian Federation,,,,,,,
ACE,Lanzarote,Arrecife,Spain,,,,,,,
XYC,Herrljunga,Herrljunga,Sweden,,,,,,,
TSA,Taipei Songshan,Taipei,Taiwan,,,,,,,
SXI,Sirri Island,Sirri Island,Iran,,,,,,,
WTE,Wotje Island,Wotje Island,Marshall Islands,,,,,,,
FLT,Flat,Flat,United States,,,,,,,
FAT,Fresno Air Terminal Airport,Fresno,United States,,,,,,,
IGM,Kingman,Kingman,United States,,,,,,,
SSI,Mckinnon,Brunswick,United States,,,,,,,
SYR,Syracuse Hancock International Airport,Syracuse,United States,,,,,,,
AYR,Ayr,Ayr,Australia,,,,,,,
HIP,Headingly,Headingly,Australia,,,,,,,
YMA,Mayo,Mayo,Canada,,,,,,,
BXH,Balhash,Balhash,Kazakhstan,,,,,,,
ULN,Chinggis Khaan International,Ulaanbaatar,Mongolia,,,,,,,
TTU,Sania Ramel,Tetuan,Morocco,,,,,,,
BEF,Bluefields,Bluefields,Nicaragua,,,,,,,
PJG,Panjgur,Panjgur,Pakistan,,,,,,,
VAI,Vanimo,Vanimo,Papua New Guinea,,,,,,,
ARH,Arkhangelsk,Arkhangelsk,Russian Federation,,,,,,,
YTC,Sturdee,Sturdee,Canada,,,,,,,
YYJ,Victoria International,Victoria,Canada,,,,,,,
YQI,Yarmouth,"Yarmouth, NS",Canada,,,,,,,
TCC,Tucumcari,Tucumcari,United States,,,,,,,
KOO,Kongolo,Kongolo,Zaire,,,,,,,
PML,AFS,Port Moller,United States,,,,,,,
CZC,Copper Centre,Copper Centre,United States,,,,,,,
MDR,Medfra,Medfra,United States,,,,,,,
AUU,Aurukun Mission,Aurukun Mission,Australia,,,,,,,
BHJ,Rudra Mata,Bhuj,India,,,,,,,
KSM,Saint Marys,Saint Marys,United States,,,,,,,
ILO,Iloilo International,Iloilo,Philippines,,,,,,,
MAH,Mahon,Menorca,Spain,,,,,,,
GXH,NAF,Mildenhall,United Kingdom,,,,,,,
CHQ,Souda,Chania,Greece,,,,,,,
CSU,Santa Cruz Do Sul,Santa Cruz Do Sul,Brazil,,,,,,,
RNU,Ranau,Ranau,Malaysia,,,,,,,
EJT,Enijet,Mili Atoll,Marshall Islands,,,,,,,
BBR,Baillif,Basse Terre,Guadeloupe,,,,,,,
IXT,Pasighat,Pasighat,India,,,,,,,
TOY,Toyama,Toyama,Japan,,,,,,,
NBO,Jomo Kenyatta International,Nairobi,Kenya,,,,,,,
KET,Keng Tung,Keng Tung,Myanmar,,,,,,,
LHU,Lianshulu,Caprivi,Namibia,,,,,,,
SBE,Suabi,Suabi,Papua New Guinea,,,,,,,
XSC,International,South Caicos,Turks and Caicos Islands,,,,,,,
TRP,Coast Guard Heliport,Tree Point,United States,,,,,,,
KPR,Port Williams SPB,Port Williams,United States,,,,,,,
KTB,Thorne Bay,Thorne Bay,United States,,,,,,,
POO,Pocos De Caldas,Pocos De Caldas,Brazil,,,,,,,
ISD,Iscuande,Iscuande,Colombia,,,,,,,
LXR,Luxor,Luxor,Egypt,,,,,,,
LLT,Lilydale Airport,Lilydale,Australia,,,,,,,
FUG,Fuyang,Fuyang,China,,,,,,,
ACL,Aguaclara,Aguaclara,Colombia,,,,,,,
CHP,Circle Hot Springs,Circle Hot Springs,United States,,,,,,,
IOW,Iowa City,"Iowa City, IA",United States,,,,,,,
RED,Mifflin County,Reedsville,United States,,,,,,,
ONT,Ontario International,Ontario,United States,,,,,,,
OUI,Ban Houei,Ban Houei,Laos,,,,,,,
OHT,Kohat,Kohat,Pakistan,,,,,,,
AXE,Xanxere,Xanxere,Brazil,,,,,,,
VYD,Vryheid,Vryheid,South Africa,,,,,,,
BMC,Brigham City,Brigham City,United States,,,,,,,
SVN,Hunter AAF,"Savannah, GA",United States,,,,,,,
DNC,Danane,Danane,Cote D'Ivoire,,,,,,,
GOA,Cristoforo Colombo,Genova,Italy,,,,,,,
YPL,Pickle Lake,Pickle Lake,Canada,,,,,,,
JOS,Jos,Jos,Nigeria,,,,,,,
SIL,Sila,Sila,Papua New Guinea,,,,,,,
BQN,Borinquen,Aguadilla,Puerto Rico,,,,,,,
KMW,Kostroma,Kostroma,Russian Federation,,,,,,,
FES,San Fernando,San Fernando,Spain,,,,,,,
XEZ,Sodertalje S Railway,Sodertalje,Sweden,,,,,,,
BKZ,Bukoba,Bukoba,Tanzania,,,,,,,
TNL,Ternopol,Ternopol,Ukraine,,,,,,,
ACY,Atlantic City Intl,Atlantic City,United States,,,,,,,
OSX,Attala County,Kosciusko,United States,,,,,,,
SLQ,Sleetmute,Sleetmute,United States,,,,,,,
NDV,USN Heliport,Anacostia,United States,,,,,,,
ARG,Walnut Ridge,Walnut Ridge,United States,,,,,,,
ACX,Xingyi,Xingyi,China,,,,,,,
ZDM,Ramallah Heliport,Ramallah,Palestine,,,,,,,
RGH,Balurghat,Balurghat,India,,,,,,,
TRA,Tarama,Taramajima,Japan,,,,,,,
GTF,International,Great Falls,United States,,,,,,,
HBO,Municipal,Humboldt,United States,,,,,,,
CVH,Caviahue,Caviahue,Argentina,,,,,,,
AYK,Arkalyk,Arkalyk,Kazakhstan,,,,,,,
TNG,Boukhalef,Tangier,Morocco,,,,,,,
LNQ,Loani,Loani,Papua New Guinea,,,,,,,
MGY,Dayton-Wright Brothers Airport,Dayton,United States,,,,,,,
ILG,Greater Wilmington,Wilmington,United States,,,,,,,
CUH,Municipal,Cushing,United States,,,,,,,
NPT,State,Newport,United States,,,,,,,
TKA,Talkeetna,Talkeetna,United States,,,,,,,
PUN,Punia,Punia,Zaire,,,,,,,
PNY,Pondicherry,Pondicherry,India,,,,,,,
LUQ,San Luis,San Luis,Argentina,,,,,,,
OKB,Fraser Island,Orchid Beach,Australia,,,,,,,
MTR,S. Jeronimo,Monteria,Colombia,,,,,,,
DVK,Diavik,Diavik,Canada,,,,,,,
HRR,Herrera,Herrera,Colombia,,,,,,,
DEP,Deparizo,Deparizo,India,,,,,,,
CLM,Fairchild Intl,Port Angeles,United States,,,,,,,
MXG,Marlborough,Marlborough,United States,,,,,,,
CLK,Municipal,Clinton,United States,,,,,,,
OBT,Oakland/Coliseum Stat,"Oakland, MD",United States,,,,,,,
PHO,Point Hope,Point Hope,United States,,,,,,,
RUT,Rutland,Rutland,United States,,,,,,,
SWW,Sweetwater,Sweetwater,United States,,,,,,,
SZZ,Goleniow,Szczecin,Poland,,,,,,,
QRA,Rand/Germiston,Johannesburg,South Africa,,,,,,,
BEB,Benbecula,Benbecula,United Kingdom,,,,,,,
CAX,Carlisle,Carlisle,United Kingdom,,,,,,,
GBH,Galbraith Lake,Galbraith Lake,United States,,,,,,,
DGN,NAF,Dahlgren,United States,,,,,,,
ZGU,Gaua,Gaua,Vanuatu,,,,,,,
DLV,Delissaville,Delissaville,Australia,,,,,,,
BGK,Big Creek,Big Creek,Belize,,,,,,,
CRQ,Caravelas,Caravelas,Brazil,,,,,,,
ZJN,Swan River,Swan River,Canada,,,,,,,
LIL,Lesquin,Lille,France,,,,,,,
PRY,Wonderboom Apt.,Pretoria,South Africa,,,,,,,
DWA,Dwangwa,Dwangwa,Malawi,,,,,,,
JUM,Jumla,Jumla,Nepal,,,,,,,
BHU,Bhavnagar,Bhavnagar,India,,,,,,,
DAI,Darjeeling,Darjeeling,India,,,,,,,
LAH,Labuha,Labuha,Indonesia,,,,,,,
FNR,SPB,Funter Bay,United States,,,,,,,
UKI,Ukiah,Ukiah,United States,,,,,,,
UKT,Upper Bucks,Quakertown,United States,,,,,,,
NVI,Navoi,Navoi,Uzbekistan,,,,,,,
KYE,Kleyate,Tripoli,Lebanon,,,,,,,
TOU,Touho,Touho,New Caledonia,,,,,,,
VAW,Vardoe,Vardoe,Norway,,,,,,,
AIH,Aiambak,Aiambak,Papua New Guinea,,,,,,,
FIN,Finschhafen,Finschhafen,Papua New Guinea,,,,,,,
DIQ,Divinopolis,Divinopolis,Brazil,,,,,,,
YQE,Kimberley,Kimberley,Canada,,,,,,,
OOM,Cooma,Cooma,Australia,,,,,,,
GLY,Goldsworthy,Goldsworthy,Australia,,,,,,,
HLY,Anglesey Airport,Holyhead,United Kingdom,,,,,,,
GSY,Binbrook,Grimsby,United Kingdom,,,,,,,
ILY,Glenegedale,Islay,United Kingdom,,,,,,,
EWY,Greenham RAF,Newbury,United Kingdom,,,,,,,
AOS,Amook,Amook,United States,,,,,,,
OMR,Oradea,Oradea,Romania,,,,,,,
KVB,Skovde,Skovde,Sweden,,,,,,,
AKP,Anaktuvuk,Anaktuvuk,United States,,,,,,,
CBT,Catumbela,Catumbela,Angola,,,,,,,
UON,Muong Sai,Muong Sai,Laos,,,,,,,
SHP,Qinhuangdao,Qinhuangdao,China,,,,,,,
ISN,Sloulin Field Intl,Williston,United States,,,,,,,
MNF,Mana Island Airstrip,Mana Island,Fiji,,,,,,,
VND,Vangaindrano,Vangaindrano,Madagascar,,,,,,,
WAE,Wadi Ad Dawasir,Wadi Ad Dawasir,Saudi Arabia,,,,,,,
KEK,Ekwok,Ekwok,United States,,,,,,,
PKD,Park Rapids,Park Rapids,United States,,,,,,,
BCS,Southern Seaplane,Belle Chasse,United States,,,,,,,
YLB,Lac Biche,Lac Biche,Canada,,,,,,,
UKS,Belbek,Sevastopol,Ukraine,,,,,,,
BUX,Bunia,Bunia,Zaire,,,,,,,
CEO,Waco Kungo,Waco Kungo,Angola,,,,,,,
AXA,Wallblake,Anguilla,Anguilla,,,,,,,
DRR,Durrie,Durrie,Australia,,,,,,,
SXO,Sao Felix Do Araguaia,Sao Felix Do Araguaia,Brazil,,,,,,,
DJO,Daloa,Daloa,Cote D'Ivoire,,,,,,,
FAE,Vagar,Sorvágur,Faroe Islands,,,,,,,
PLH,Plymouth,Plymouth,United Kingdom,,,,,,,
HDH,Dillingham Airfield,Oahu,United States,,,,,,,
CFN,Donegal,Carrickfinn,Ireland,,,,,,,
NGX,Manang,Manang,Nepal,,,,,,,
BQS,Blagoveschensk,Blagoveschensk,Russian Federation,,,,,,,
PRN,Prishtina International Airport,Prishtina,Serbia,,,,,,,
MWA,Williamson County,Marion,United States,,,,,,,
TGJ,Tiga,Tiga,New Caledonia,,,,,,,
HVG,Valan,Honningsvag,Norway,,,,,,,
NBL,San Blas,San Blas,Panama,,,,,,,
AUB,Itauba,Itauba,Brazil,,,,,,,
YTL,Big Trout,Big Trout,Canada,,,,,,,
YWN,Winisk,Winisk,Canada,,,,,,,
ABR,Municipal,Aberdeen,United States,,,,,,,
PUW,Pullman-Moscow Regional Airport,Pullman,United States,,,,,,,
DAX,Daxian,Daxian,China,,,,,,,
SSH,Ophira International,Sharm El Sheikh,Egypt,,,,,,,
ZRM,Sarmi,Sarmi,Indonesia,,,,,,,
YPT,Pender Harbor,Pender Harbor,Canada,,,,,,,
WSG,County,Washington,United States,,,,,,,
LNY,Lanai City,Lanai City,United States,,,,,,,
ENL,Municipal,Centralia,United States,,,,,,,
MPU,Mapua,Mapua,Papua New Guinea,,,,,,,
EAM,Nejran,Nejran,Saudi Arabia,,,,,,,
OHC,AFS,Northeast Cape,United States,,,,,,,
HPY,Baytown,Baytown,United States,,,,,,,
HZG,Hanzhong,Hanzhong,China,,,,,,,
VDB,Valdres,Fagernes,Norway,,,,,,,
ANK,Etimesgut,Ankara,Turkey,,,,,,,
KBP,Borispol,Kiev,Ukraine,,,,,,,
ZTZ,Chemnitz Railway Stn.,Chemnitz,Germany,,,,,,,
VII,Vinh City,Vinh City,Viet Nam,,,,,,,
EKD,Elkedra,Elkedra,Australia,,,,,,,
MMM,Middlemount,Middlemount,Australia,,,,,,,
STH,Strathmore,Strathmore,Australia,,,,,,,
WSY,Whitsunday Airstrip,Airlie Beach,Australia,,,,,,,
BTA,Yaoundé,Yaoundé,Cameroon,,,,,,,
BON,Flamingo International,Kralendijk,Netherlands Antilles,,,,,,,
KME,Kamembe,Kamembe,Rwanda,,,,,,,
FOA,Foula,Foula,United Kingdom,,,,,,,
PME,Portsmouth,Portsmouth,United Kingdom,,,,,,,
SUV,Nausori,Suva,Fiji,,,,,,,
AGF,La Garenne,Agen,France,,,,,,,
MCD,Mackinac Island,Mackinac Island,United States,,,,,,,
NWS,Pier 11/Wall St. SPB,New York,United States,,,,,,,
TRT,Tremonton,Tremonton,United States,,,,,,,
OYP,St-Georges de lOyapock,St Georges de lOyapock,French Guiana,,,,,,,
KNE,Kanainj,Kanainj,Papua New Guinea,,,,,,,
CKH,Chokurdah,Chokurdah,Russian Federation,,,,,,,
XSP,Seletar,Singapore,Singapore,,,,,,,
MWO,Hook Field,"Middletown, Ohio",United States,,,,,,,
DPG,Michael AAF,Dugway,United States,,,,,,,
EDG,Weide AAF,Edgewood,United States,,,,,,,
YKM,Yakima Air Terminal,Yakima,United States,,,,,,,
TUH,Arnold AFS,Tullahoma,United States,,,,,,,
BLV,Belleville,Belleville,United States,,,,,,,
ORV,Curtis Memorial,Noorvik,United States,,,,,,,
DUE,Dundo,Dundo,Angola,,,,,,,
MNQ,Monto,Monto,Australia,,,,,,,
RSD,S Eleuthera,Rock Sound,Bahamas,,,,,,,
XFY,Sainte-Foy Rail Svce.,Quebec,Canada,,,,,,,
ULS,Mulatos,Mulatos,Colombia,,,,,,,
SEX,Sembach,Sembach,Germany,,,,,,,
CBO,Awang,Cotabato,Philippines,,,,,,,
GOY,Amparai,Gal Oya,Sri Lanka,,,,,,,
EVM,Eveleth,Eveleth,United States,,,,,,,
KKK,Kalakaket AFS,Kalakaket,United States,,,,,,,
MOD,Municipal,"Modesto, CA",United States,,,,,,,
KOX,Kokonao,Kokonao,Indonesia,,,,,,,
SKT,Sialkot International,Sialkot,Pakistan,,,,,,,
KHV,Novyy,Khabarovsk,Russian Federation,,,,,,,
FRK,Fregate Is,Fregate Is,Seychelles,,,,,,,
ABN,Albina,Albina,Suriname,,,,,,,
SWI,Gypsy,Swindon,United Kingdom,,,,,,,
TYR,Tyler Pounds Regional Airport,Tyler,United States,,,,,,,
PNQ,Lohegaon,Pune,India,,,,,,,
LSX,Lhok Sukon,Lhok Sukon,Indonesia,,,,,,,
PSA,Galileo Galilei,Pisa,Italy,,,,,,,
ASJ,Amami O Shima,Amami O Shima,Japan,,,,,,,
PUI,Pureni,Pureni,Papua New Guinea,,,,,,,
AKH,Prince Sultan Air Base,Al Kharj,Saudi Arabia,,,,,,,
MCW,Mason City Municipal,"Mason City, IA",United States,,,,,,,
BFO,Buffalo Range,Buffalo Range,Zimbabwe,,,,,,,
KOF,Komatipoort,Komatipoort,South Africa,,,,,,,
ADF,Adiyaman,Adiyaman,Turkey,,,,,,,
ADV,Andover,Andover,United Kingdom,,,,,,,
MGT,Milingimbi,Milingimbi,Australia,,,,,,,
WWY,West Wyalong,West Wyalong,Australia,,,,,,,
DBU,Dambulu Oya Tank,Dambula,Sri Lanka,,,,,,,
MNH,Minneriya,Minneriya,Sri Lanka,,,,,,,
USM,Koh Samui,Koh Samui,Thailand,,,,,,,
TKT,Tak,Tak,Thailand,,,,,,,
CKZ,Canakkale,Canakkale,Turkey,,,,,,,
OTS,Anacortes,Anacortes,United States,,,,,,,
COZ,Constanza,Constanza,Dominican Republic,,,,,,,
HHZ,Hikueru,Hikueru,French Polynesia,,,,,,,
PMG,International,Ponta Pora,Brazil,,,,,,,
OMI,Omidieh,Omidieh,Iran,,,,,,,
OIT,Oita,Oita,Japan,,,,,,,
CEN,Ciudad Obregon,Ciudad Obregon,Mexico,,,,,,,
OKS,Oshkosh,Oshkosh,United States,,,,,,,
STE,Stevens Point,Stevens Point,United States,,,,,,,
UNS,Umnak,Umnak Island,United States,,,,,,,
KAM,Kamaran Is,Kamaran Is,Yemen,,,,,,,
NIX,Nioro,Nioro,Mali,,,,,,,
HLU,Houailou,Houailou,New Caledonia,,,,,,,
OSL,"Oslo Airport, Gardermoen",Oslo,Norway,,,,,,,
RIM,Rodriguez De Mendoza,Rodriguez De Mendoza,Peru,,,,,,,
RYB,Rybinsk,Rybinsk,Russia,,,,,,,
DMK,Don Muang,Bangkok,Thailand,,,,,,,
ZTL,Bus Station,Telluride,United States,,,,,,,
OBA,Oban,Oban,Australia,,,,,,,
SJS,San Jose,San Jose,Bolivia,,,,,,,
VAH,Vallegrande,Vallegrande,Bolivia,,,,,,,
DTM,Dortmund,Dortmund,Germany,,,,,,,
CFU,Ioannis Kapodistrias,Kerkyra,Greece,,,,,,,
JLO,Jesolo,Jesolo,Italy,,,,,,,
CDW,Caldwell Wright,"Caldwell, NJ",United States,,,,,,,
WAY,Greene County,Waynesburg,United States,,,,,,,
MXE,Maxton,Maxton,United States,,,,,,,
ALS,Municipal,Alamosa,United States,,,,,,,
NUL,Nulato,Nulato,United States,,,,,,,
SSW,Stuart Island,Stuart Island,United States,,,,,,,
LIQ,Lisala,Lisala,Zaire,,,,,,,
YOE,Falher,Falher,Canada,,,,,,,
YDP,Nain,Nain,Canada,,,,,,,
XLM,St Lambert Rail Svce.,Montreal,Canada,,,,,,,
PYN,Payan,Payan,Colombia,,,,,,,
MNV,Mountain Valley,Mountain Valley,Australia,,,,,,,
PID,Paradise Island,Nassau,Bahamas,,,,,,,
MGL,Moenchen-gl. - Dus Exp,Moenchengladbach,Germany,,,,,,,
GTO,Tolotio,Gorontalo,Indonesia,,,,,,,
CYU,Cuyo,Cuyo,Philippines,,,,,,,
XWL,Gothenburg Rail,Gothenburg,Sweden,,,,,,,
BOH,Bournemouth International,Bournemouth,United Kingdom,,,,,,,
MCS,Monte Caseros,Monte Caseros,Argentina,,,,,,,
YDF,Deer Lake,Deer Lake,Canada,,,,,,,
XLF,Leaf Bay,Leaf Bay,Canada,,,,,,,
YUY,Rouyn-Noranda,"Rouyn-Noranda, Québec",Canada,,,,,,,
XVQ,Santa Lucia Rail,Venice,Italy,,,,,,,
KOJ,Kagoshima,Kagoshima,Japan,,,,,,,
KTX,Koutiala,Koutiala,Mali,,,,,,,
FRM,Fairmont,Fairmont,United States,,,,,,,
MGC,Michigan City Arpt,Michigan City,United States,,,,,,,
LPJ,Pijiguaos,Pijiguaos,Venezuela,,,,,,,
SAH,El Rahaba Airport,Sanaa,Yemen,,,,,,,
ELC,Elcho Island,Elcho Island,Australia,,,,,,,
MBH,Maryborough,Maryborough,Australia,,,,,,,
YMF,Montagne Harbor,Montagne Harbor,Canada,,,,,,,
WNN,Wunnummin Lake,Wunnummin Lake,Canada,,,,,,,
CUO,Caruru,Caruru,Colombia,,,,,,,
KSX,Yasuru,Yasuru,Papua New Guinea,,,,,,,
SUG,Surigao,Surigao,Philippines,,,,,,,
OPO,Francisco Sá Carneiro,Porto,Portugal,,,,,,,
KSL,Kassala,Kassala,Sudan,,,,,,,
UPV,Upavon,Upavon,United Kingdom,,,,,,,
CNM,Carlsbad,Carlsbad,United States,,,,,,,
SOC,Adi Sumarmo,Solo City,Indonesia,,,,,,,
DGB,Danger Bay,Danger Bay,United States,,,,,,,
EAR,Kearney,Kearney,United States,,,,,,,
MVC,Monroe - Walton County,Monroeville,United States,,,,,,,
MLI,Quad-City,Moline,United States,,,,,,,
WDA,Wadi Ain,Wadi Ain,Yemen,,,,,,,
ORE,Orleans,Orleans,France,,,,,,,
JSH,Sitia,Sitia,Greece,,,,,,,
BUP,Bhatinda,Bhatinda,India,,,,,,,
ZJE,Harbour,Panarea,Italy,,,,,,,
CNU,Martin Johnson,Chanute,United States,,,,,,,
STX,Henry E Rohlsen,St Croix Island,Virgin Islands,,,,,,,
PEN,Penang International,Penang,Malaysia,,,,,,,
KIM,Kimberley,Kimberley,South Africa,,,,,,,
ARX,Asbury Park,"Neptune, NJ",United States,,,,,,,
APZ,Zapala,Zapala,Argentina,,,,,,,
AHO,Fertilia,Alghero,Italy,,,,,,,
SIZ,Sissano,Sissano,Papua New Guinea,,,,,,,
PBZ,Plettenberg Bay,Plettenberg Bay,South Africa,,,,,,,
JMM,Malmo Harbour Heliport,Malmo,Sweden,,,,,,,
KVC,King Cove,King Cove,United States,,,,,,,
KWP,Village SPB,West Point,United States,,,,,,,
TTC,Taltal,Taltal,Chile,,,,,,,
YKQ,Waskaganish,Waskaganish,Canada,,,,,,,
BNV,Boana,Boana,Papua New Guinea,,,,,,,
YSV,Saglek,Saglek,Canada,,,,,,,
ULC,Los Cerrillos,Santiago,Chile,,,,,,,
BIQ,Biarritz Parme,Biarritz,France,,,,,,,
PWK,Pal-Waukee,Chicago,United States,,,,,,,
RHV,Reid-hillview,San Jose,United States,,,,,,,
DIW,Mawella Lagoon,Dickwella,Sri Lanka,,,,,,,
KYD,Orchid Island,Orchid Island,Taiwan,,,,,,,
SCS,Scatsta,Shetland Islands,United Kingdom,,,,,,,
AVX,Avalon Bay,Catalina Island,United States,,,,,,,
DBN,Municipal,Dublin,United States,,,,,,,
BQB,Bussellton,Bussellton,Australia,,,,,,,
CRJ,Coorabie,Coorabie,Australia,,,,,,,
HUB,Humbert River,Humbert River,Australia,,,,,,,
BZT,Hinkles Ferry,Brazoria,United States,,,,,,,
OSU,Ohio State University,Columbus,United States,,,,,,,
RNG,Rangely,Rangely,United States,,,,,,,
JAQ,Jacquinot Bay,Jacquinot Bay,Papua New Guinea,,,,,,,
MUO,AFB,Mountain Home,United States,,,,,,,
ARC,Arctic Village,Arctic Village,United States,,,,,,,
VLN,Valencia,Valencia,Venezuela,,,,,,,
KKY,Kilkenny,Kilkenny,Ireland,,,,,,,
BQQ,Barra,Barra,Brazil,,,,,,,
CFQ,Creston Valley Airport,Creston,Canada,,,,,,,
YFB,Iqaluit,Iqaluit,Canada,,,,,,,
NKC,Nouakchott,Nouakchott,Mauritania,,,,,,,
BYB,Dibaa,Dibaa,Oman,,,,,,,
UTU,Ustupo,Ustupo,Panama,,,,,,,
BKL,Burke Lakefront,Cleveland,United States,,,,,,,
SUW,Richard I Bong Arpt,Superior,United States,,,,,,,
YGT,Igloolik,Igloolik,Canada,,,,,,,
ZNG,Negginan,Negginan,Canada,,,,,,,
CVQ,Carnarvon,Carnarvon,Australia,,,,,,,
KHL,Khulna,Khulna,Bangladesh,,,,,,,
YNT,Yantai,Yantai,China,,,,,,,
OLU,Columbus Municipal,"Columbus, NE",United States,,,,,,,
TWH,Two Harbors,Catalina Island,United States,,,,,,,
DZO,Santa Bernardina,Durazno,Uruguay,,,,,,,
CGJ,Chingola,Chingola,Zambia,,,,,,,
GUW,Atyrau International,Atyrau,Kazakhstan,,,,,,,
TCY,Terrace Bay,Terrace Bay,Namibia,,,,,,,
TTH,Thumrait,Thumrait,Oman,,,,,,,
MKN,Malekolon,Malekolon,Papua New Guinea,,,,,,,
MDU,Mendi,Mendi,Papua New Guinea,,,,,,,
MBO,Mamburao,Mamburao,Philippines,,,,,,,
PNH,Phnom Penh International,Phnom Penh,Cambodia,,,,,,,
WCH,Chaiten,Chaiten,Chile,,,,,,,
ROI,Roi Et Airport,Roi Et,Thailand,,,,,,,
EMA,East Midlands,Derby,United Kingdom,,,,,,,
BFI,Boeing Field/King County International Airport,Seattle,United States,,,,,,,
FAI,Fairbanks International Airport,Fairbanks,United States,,,,,,,
MOP,Municipal,Mount Pleasant,United States,,,,,,,
LPU,Long Apung,Long Apung,Indonesia,,,,,,,
YZG,Salluit,Salluit,Canada,,,,,,,
BEN,Benina Intl,Benghazi,Libya,,,,,,,
NCG,Nueva Casas Grandes,Paloma Grande,Mexico,,,,,,,
NHS,Nushki,Nushki,Pakistan,,,,,,,
NHT,Northolt,Northolt,United Kingdom,,,,,,,
RIT,Rio Tigre,Rio Tigre,Panama,,,,,,,
AMV,Amderma,Amderma,Russian Federation,,,,,,,
ULX,Ulusaba,Ulusaba,South Africa,,,,,,,
MSE,Kent International,Manston,United Kingdom,,,,,,,
CBA,Corner Bay,Corner Bay,United States,,,,,,,
EUG,Eugene,Eugene,United States,,,,,,,
PUR,Puerto Rico,Puerto Rico,Bolivia,,,,,,,
PRF,Port Johnson,Port Johnson,United States,,,,,,,
KIL,Kilwa,Kilwa,Zaire,,,,,,,
TJH,Tajima,Toyooka,Japan,,,,,,,
MXW,Mandalgobi,Mandalgobi,Mongolia,,,,,,,
GBZ,Great Barrier Island,Great Barrier Island,New Zealand,,,,,,,
DDM,Dodoima,Dodoima,Papua New Guinea,,,,,,,
NNB,Santa Ana,Santa Ana,Solomon Islands,,,,,,,
CEC,Mc Namara Fld,Crescent City,United States,,,,,,,
VCL,Chulai,Tamky,Viet Nam,,,,,,,
UTT,Umtata,Umtata,South Africa,,,,,,,
ADX,Leuchars,St Andrews,United Kingdom,,,,,,,
FMI,Kalemie,Kalemie,Zaire,,,,,,,
YYR,Goose Bay,Goose Bay,Canada,,,,,,,
RPN,Rosh Pina,Rosh Pina,Israel,,,,,,,
BAC,Barranca De Upia,Barranca De Upia,Colombia,,,,,,,
